,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,21,28,1,391,64,14.48,930,42.04,0,1,47,8,8,0
ODIs,173,116,35,1273,73,15.71,1570,81.08,0,4,88,38,43,0
T20Is,50,26,6,193,31,9.65,163,118.40,0,0,11,7,17,0
First-class,87,114,22,1684,95,18.30,,,0,5,,,35,0
List A,267,175,60,1914,84,16.64,2510,76.25,0,6,,,66,0
Twenty20,99,51,15,370,31,10.27,302,122.51,0,0,21,16,37,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,21,38,3567,1794,48,4/21,8/58,37.37,3.01,74.3,3,0,0
ODIs,173,171,7810,6339,186,5/22,5/22,34.08,4.86,41.9,3,1,0
T20Is,50,50,1057,1280,56,4/32,4/32,22.85,7.26,18.8,1,0,0
First-class,87,,12461,6585,272,7/27,,24.20,3.17,45.8,11,9,1
List A,267,,11943,9197,328,5/22,5/22,28.03,4.62,36.4,10,2,0
Twenty20,99,98,2081,2495,111,4/12,4/12,22.47,7.19,18.7,3,0,0
