,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,4,3,2,35,29*,35.00,30,116.66,0,0,5,0,3,0
T20Is,4,-,-,-,-,-,-,-,-,-,-,-,2,0
First-class,73,115,7,2689,139,24.89,4403,61.07,5,10,,,14,0
List A,76,65,11,1040,87,19.25,1190,87.39,0,2,,,13,0
Twenty20,58,35,8,410,75*,15.18,321,127.72,0,1,32,20,17,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,4,4,150,115,1,1/28,1/28,115.00,4.60,150.0,0,0,0
T20Is,4,4,87,138,4,2/20,2/20,34.50,9.51,21.7,0,0,0
First-class,73,,13762,6111,289,8/24,,21.14,2.66,47.6,6,19,5
List A,76,,3367,2523,112,6/40,6/40,22.52,4.49,30.0,4,2,0
Twenty20,58,57,1123,1345,55,4/14,4/14,24.45,7.18,20.4,1,0,0

