,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,12,17,1,147,39,9.18,480,30.62,0,0,16,0,1,0
ODIs,31,18,2,280,56,17.50,382,73.29,0,1,28,1,7,0
T20Is,7,2,0,8,6,4.00,6,133.33,0,0,1,0,0,0
First-class,127,178,32,3090,112,21.16,5654,54.65,3,10,,,87,0
List A,124,71,12,831,56,14.08,1108,75.00,0,1,,,51,0
Twenty20,57,28,8,337,55*,16.85,243,138.68,0,1,32,9,23,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,12,21,3146,1613,43,5/82,9/162,37.51,3.07,73.1,3,1,0
ODIs,31,29,1437,1214,36,5/42,5/42,33.72,5.06,39.9,0,1,0
T20Is,7,7,126,139,7,3/20,3/20,19.85,6.61,18.0,0,0,0
First-class,127,,26331,15097,578,9/62,,26.11,3.44,45.5,24,39,11
List A,124,,5321,4138,167,5/15,5/15,24.77,4.66,31.8,5,3,0
Twenty20,57,54,1116,1380,57,4/25,4/25,24.21,7.41,19.5,1,0,0
