,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,3,3,0,39,23,13.00,34,114.70,0,0,3,1,4,2
First-class,38,69,3,2156,190,32.66,4014,53.71,4,10,264,17,39,0
List A,35,35,4,1215,229*,39.19,1360,89.33,3,6,115,23,24,1
Twenty20,62,59,2,1255,96,22.01,1033,121.49,0,6,120,29,35,3


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,3,-,-,-,-,-,-,-,-,-,-,-,-
First-class,38,15,186,166,4,1/4,1/4,41.50,5.35,46.5,0,0,0
List A,35,3,24,23,0,-,-,-,5.75,-,0,0,0
Twenty20,62,2,12,21,0,-,-,-,10.50,-,0,0,0


