,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,34,30,9,1055,124*,50.23,1383,76.28,2,6,90,13,11,0
T20Is,6,5,1,42,20,10.50,50,84.00,0,0,5,0,4,0
First-class,94,151,20,5873,210,44.83,,,15,32,,,72,0
List A,119,110,17,3633,124*,39.06,,,3,27,,,54,0
Twenty20,160,149,21,3174,81*,24.79,2593,122.40,0,17,278,96,68,3

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,34,7,108,111,3,1/5,1/5,37.00,6.16,36.0,0,0,0
T20Is,6,-,-,-,-,-,-,-,-,-,-,-,-
First-class,94,,792,516,10,4/43,,51.60,3.90,79.2,1,0,0
List A,119,,408,393,13,4/45,4/45,30.23,5.77,31.3,1,0,0
Twenty20,160,-,-,-,-,-,-,-,-,-,-,-,-

