,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,40,60,5,3066,263,55.74,6358,48.22,9,12,348,17,33,1
List A,30,28,2,955,95,36.73,1268,75.31,0,7,83,4,9,0
Twenty20,52,51,7,925,81,21.02,865,106.93,0,2,79,18,23,2



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,40,29,1022,576,11,2/50,2/50,52.36,3.38,92.9,0,0,0
List A,30,10,264,221,3,1/33,1/33,73.66,5.02,88.0,0,0,0
Twenty20,52,17,240,274,16,3/21,3/21,17.12,6.85,15.0,0,0,0



