,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,21,26,1,928,104,37.12,1351,68.68,1,8,120,23,5,0
List A,31,27,7,681,119*,34.05,619,110.01,1,4,52,33,2,0
Twenty20,69,54,15,561,37,14.38,433,129.56,0,0,29,27,18,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,21,33,2892,1425,52,6/56,8/87,27.40,2.95,55.6,1,3,0
List A,31,30,1358,1335,45,5/30,5/30,29.66,5.89,30.1,1,2,0
Twenty20,69,48,826,1079,53,4/22,4/22,20.35,7.83,15.5,1,0,0



