,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,46,52,12,864,81,21.60,2385,36.22,0,5,101,14,20,0
List A,57,30,8,305,55,13.86,431,70.76,0,1,,,17,0
Twenty20,46,19,9,96,17*,9.60,91,105.49,0,0,8,3,13,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,46,73,6591,3537,99,6/47,9/145,35.72,3.21,66.5,6,3,0
List A,57,,2565,2208,90,5/31,5/31,24.53,5.16,28.5,2,2,0
Twenty20,46,45,929,1196,52,4/23,4/23,23.00,7.72,17.8,2,0,0



