,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,29,46,4,1167,112*,27.78,2623,44.49,1,6,174,1,62,1
List A,52,52,5,2136,149*,45.44,2833,75.39,5,10,235,22,32,1
Twenty20,57,50,3,895,52,19.04,949,94.30,0,1,84,12,22,7



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,29,1,12,5,0,-,-,-,2.50,-,0,0,0
List A,52,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,57,-,-,-,-,-,-,-,-,-,-,-,-



