,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,2,3,0,83,58,27.66,,,0,1,,,4,0
List A,16,13,3,143,62*,14.30,,,0,1,,,2,0
Twenty20,141,84,35,565,32,11.53,417,135.49,0,0,37,30,46,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,2,4,144,83,1,1/32,1/56,83.00,3.45,144.0,0,0,0
List A,16,11,430,299,20,5/17,5/17,14.95,4.17,21.5,1,1,0
Twenty20,141,132,2821,3370,165,5/15,5/15,20.42,7.16,17.0,4,1,0



