,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,75,137,16,5656,290,46.74,9651,58.60,15,25,699,40,121,0
ODIs,171,157,27,5707,131*,43.90,6910,82.59,15,32,467,119,110,0
T20Is,73,65,13,1256,63,24.15,1046,120.07,0,5,83,48,42,0
First-class,140,237,19,9438,290,43.29,,,22,48,,,182,0
List A,222,208,31,7685,132*,43.41,,,19,48,,,140,0
Twenty20,222,207,46,4928,111*,30.60,3694,133.40,1,25,349,238,105,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,75,7,96,48,2,2/4,2/4,24.00,3.00,48.0,0,0,0
ODIs,171,4,42,35,0,-,-,-,5.00,-,0,0,0
T20Is,73,-,-,-,-,-,-,-,-,-,-,-,-
First-class,140,,684,378,6,2/4,2/4,63.00,3.31,114.0,0,0,0
List A,222,,318,242,3,1/13,1/13,80.66,4.56,106.0,0,0,0
Twenty20,222,15,186,280,8,3/28,3/28,35.00,9.03,23.2,0,0,0
