,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,50,39,4,707,52,20.20,820,86.21,0,2,63,18,18,0
T20Is,51,45,5,759,99*,18.97,554,137.00,0,4,68,31,14,0
First-class,122,185,22,6531,226*,40.06,10030,65.11,16,33,,,51,0
List A,191,157,21,4243,143*,31.19,,,9,14,,,59,0
Twenty20,256,236,25,6022,153*,28.54,4127,145.91,6,29,624,234,88,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,50,37,1038,884,15,2/34,2/34,58.93,5.10,69.2,0,0,0
T20Is,51,23,330,465,18,2/24,2/24,25.83,8.45,18.3,0,0,0
First-class,122,,8264,4862,120,5/65,,40.51,3.53,68.8,1,3,0
List A,191,,4752,4231,111,4/12,4/12,38.11,5.34,42.8,3,0,0
Twenty20,256,122,1799,2563,79,3/17,3/17,32.44,8.54,22.7,0,0,0

