,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,93,139,16,4864,188,39.54,8886,54.73,11,32,,,245,26
List A,57,52,7,1300,108,28.88,1784,72.86,1,7,,,66,16
Twenty20,48,40,14,632,72*,24.30,543,116.39,0,4,57,18,40,13



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,93,,234,101,6,2/5,,16.83,2.58,39.0,0,0,0
List A,57,,126,90,5,2/9,2/9,18.00,4.28,25.2,0,0,0
Twenty20,48,-,-,-,-,-,-,-,-,-,-,-,-



