,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,38,63,4,1668,160,28.27,3383,49.30,3,7,,,18,0
List A,47,47,1,1159,136,25.19,1657,69.94,3,4,,,13,0
Twenty20,75,72,9,1546,100,24.53,1230,125.69,1,5,145,65,21,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,38,,937,488,9,3/63,3/48,54.22,3.12,104.1,0,0,0
List A,47,,607,565,14,3/31,3/31,40.35,5.58,43.3,0,0,0
Twenty20,75,31,426,563,17,2/14,2/14,33.11,7.92,25.0,0,0,0



