,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,19,19,6,213,78,16.38,455,46.81,0,1,25,1,2,0
ODIs,87,42,19,188,21*,8.17,263,71.48,0,0,16,2,15,0
T20Is,39,8,5,8,4*,2.66,17,47.05,0,0,1,0,6,0
First-class,69,92,7,1351,101,15.89,1858,72.71,1,3,141,39,23,0
List A,152,78,28,702,71*,14.04,850,82.58,0,2,61,14,30,0
Twenty20,119,39,16,123,15,5.34,177,69.49,0,0,12,2,27,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,19,31,4730,2434,70,6/99,10/209,34.77,3.08,67.5,5,4,1
ODIs,87,84,4154,3324,152,6/13,6/13,21.86,4.80,27.3,7,3,0
T20Is,39,39,885,952,66,6/8,6/8,14.42,6.45,13.4,3,2,0
First-class,69,115,13069,7011,305,7/37,11/105,22.98,3.21,42.8,21,18,3
List A,152,146,7227,5387,283,7/23,7/23,19.03,4.47,25.5,14,5,0
Twenty20,119,119,2617,3008,159,6/8,6/8,18.91,6.89,16.4,5,2,0
