,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,35,54,3,1087,108,21.31,2408,45.14,2,3,132,16,19,0
List A,47,44,5,1175,105,30.12,1296,90.66,1,8,,,8,0
Twenty20,55,48,17,732,62*,23.61,561,130.48,0,2,61,30,21,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,35,45,2460,1029,32,3/8,5/41,32.15,2.50,76.8,0,0,0
List A,47,,1059,893,14,3/51,3/51,63.78,5.05,75.6,0,0,0
Twenty20,55,41,552,725,17,2/14,2/14,42.64,7.88,32.4,0,0,0



