,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,12,4,2,30,19,15.00,19,157.89,0,0,2,2,1,0
T20Is,3,1,0,9,9,9.00,7,128.57,0,0,0,0,2,0
First-class,18,27,1,381,49,14.65,690,55.21,0,0,35,8,4,0
List A,58,34,9,283,34*,11.32,336,84.22,0,0,22,8,10,0
Twenty20,58,21,6,162,26,10.80,149,108.72,0,0,10,5,22,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,12,12,606,540,14,5/68,5/68,38.57,5.34,43.2,0,1,0
T20Is,3,3,60,82,1,1/13,1/13,82.00,8.20,60.0,0,0,0
First-class,18,33,3694,1752,49,4/34,6/56,35.75,2.84,75.3,4,0,0
List A,58,57,3127,2586,94,6/48,6/48,27.51,4.96,33.2,2,6,0
Twenty20,58,56,1184,1581,61,3/9,3/9,25.91,8.01,19.4,0,0,0

