,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,3,1,1,0,0*,-,7,0.00,0,0,0,0,0,0
First-class,84,120,17,4909,259,47.66,8150,60.23,12,27,577,66,20,0
List A,87,75,14,1884,118,30.88,1967,95.78,2,7,,,18,0
Twenty20,88,75,18,1193,79,20.92,975,122.35,0,2,97,46,21,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,3,1,18,17,0,-,-,-,5.66,-,0,0,0
First-class,84,132,9688,4274,131,7/131,7/66,32.62,2.64,73.9,3,4,0
List A,87,,2459,2072,62,6/28,6/28,33.41,5.05,39.6,1,1,0
Twenty20,88,40,553,770,22,3/13,3/13,35.00,8.35,25.1,0,0,0


