,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,81,96,11,1159,83,13.63,1609,72.03,0,3,,,14,0
List A,53,38,9,298,33,10.27,408,73.03,0,0,28,6,15,0
Twenty20,41,18,3,189,48,12.60,167,113.17,0,0,20,5,5,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,81,,15996,7214,308,7/29,,23.42,2.70,51.9,12,15,2
List A,53,,2727,2047,64,4/35,4/35,31.98,4.50,42.6,1,0,0
Twenty20,41,41,827,1012,44,3/18,3/18,23.00,7.34,18.7,0,0,0



