,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,6,11,2,503,203*,55.88,965,52.12,1,2,60,1,9,0
ODIs,25,21,2,575,123,30.26,657,87.51,1,3,51,12,16,0
T20Is,15,11,4,183,36,26.14,144,127.08,0,0,9,7,5,0
First-class,223,388,38,17084,302*,48.81,,,51,64,,,127,0
List A,251,241,30,9127,164,43.25,,,29,38,,,93,0
Twenty20,262,248,56,7052,106,36.72,5372,131.27,2,46,685,232,98,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,6,1,12,8,0,-,-,-,4.00,-,0,0,0
ODIs,25,3,66,51,1,1/17,1/17,51.00,4.63,66.0,0,0,0
T20Is,15,3,30,43,1,1/13,1/13,43.00,8.60,30.0,0,0,0
First-class,223,,5583,3086,74,4/17,,41.70,3.31,75.4,,0,0
List A,251,,1734,1554,40,5/28,5/28,38.85,5.37,43.3,0,1,0
Twenty20,262,85,1110,1443,65,4/13,4/13,22.20,7.80,17.0,3,0,0
