,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,2,2,0,46,39,23.00,88,52.27,0,0,6,0,0,0
First-class,34,56,5,2519,328,49.39,4992,50.46,7,10,327,14,23,0
List A,49,48,11,1358,120,36.70,1561,86.99,1,9,132,28,16,0
Twenty20,64,58,8,1179,83*,23.58,964,122.30,0,8,122,28,17,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-
First-class,34,32,777,421,8,2/11,2/35,52.62,3.25,97.1,0,0,0
List A,49,23,624,508,12,2/16,2/16,42.33,4.88,52.0,0,0,0
Twenty20,64,6,48,55,2,1/3,1/3,27.50,6.87,24.0,0,0,0


