,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,31,43,3,1962,201*,49.05,4148,47.29,5,10,233,12,16,0
List A,36,33,4,1056,114*,36.41,1504,70.21,1,9,76,11,15,0
Twenty20,38,36,8,871,108*,31.10,690,126.23,1,3,81,17,18,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,31,4,42,43,0,-,-,-,6.14,-,0,0,0
List A,36,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,38,-,-,-,-,-,-,-,-,-,-,-,-



