,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,54,40,10,604,72,20.13,710,85.07,0,1,46,11,13,0
T20Is,16,12,3,197,43*,21.88,158,124.68,0,0,18,5,4,0
First-class,130,202,27,6397,206*,36.55,,,16,31,,,111,0
List A,174,148,25,2918,99*,23.72,,,0,13,,,59,1
Twenty20,111,94,19,1658,67,22.10,1365,121.46,0,2,116,57,32,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,54,46,1337,1134,28,3/15,3/15,40.50,5.08,47.7,0,0,0
T20Is,16,8,108,116,6,3/24,3/24,19.33,6.44,18.0,0,0,0
First-class,130,,10543,5988,225,6/37,,26.61,3.40,46.8,,12,0
List A,174,,4169,3258,109,5/12,5/12,29.88,4.68,38.2,5,2,0
Twenty20,111,68,1092,1307,61,4/14,4/14,21.42,7.18,17.9,2,0,0

