,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,29,40,5,1105,102,31.57,2076,53.22,1,6,131,18,8,0
ODIs,120,87,21,1544,83,23.39,1941,79.54,0,5,142,37,21,0
T20Is,24,14,7,172,33*,24.57,144,119.44,0,0,9,7,2,0
First-class,105,147,25,3806,121,31.19,,,3,21,,,28,0
List A,177,128,30,2240,83,22.85,2786,80.40,0,8,,,34,0
Twenty20,163,127,49,1796,60,23.02,1456,123.35,0,1,129,64,40,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,29,54,5884,3226,100,7/59,12/126,32.26,3.28,58.8,2,7,2
ODIs,120,118,5855,5142,173,5/27,5/27,29.72,5.26,33.8,5,2,0
T20Is,24,23,462,618,28,3/16,3/16,22.07,8.02,16.5,0,0,0
First-class,105,,18916,9869,352,7/35,,28.03,3.13,53.7,,18,3
List A,177,,8683,7378,254,5/27,5/27,29.04,5.09,34.1,7,2,0
Twenty20,163,158,3283,4123,161,5/13,5/13,25.60,7.53,20.3,2,1,0
