,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,149,252,15,11814,374,49.84,22959,51.45,34,50,1387,61,205,0
ODIs,448,418,39,12650,144,33.37,16020,78.96,19,77,1119,76,218,0
T20Is,55,55,8,1493,100,31.76,1121,133.18,1,9,173,33,17,0
First-class,237,383,24,17838,374,49.68,,,51,80,,,305,0
List A,546,509,51,15421,163*,33.67,,,21,95,,,265,0
Twenty20,208,201,25,5036,110*,28.61,3876,129.92,2,34,580,118,74,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,149,22,589,310,6,2/32,2/32,51.66,3.15,98.1,0,0,0
ODIs,448,28,593,563,8,2/56,2/56,70.37,5.69,74.1,0,0,0
T20Is,55,1,6,8,0,-,-,-,8.00,-,0,0,0
First-class,237,,3001,1629,52,5/72,,31.32,3.25,57.7,,1,0
List A,546,,1280,1146,24,3/25,3/25,47.75,5.37,53.3,0,0,0
Twenty20,208,4,69,82,3,2/22,2/22,27.33,7.13,23.0,0,0,0
