,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,17,25,11,77,19,5.50,256,30.07,0,0,8,3,5,0
ODIs,120,46,21,141,24,5.64,246,57.31,0,0,12,3,18,0
T20Is,23,5,0,28,22,5.60,39,71.79,0,0,1,2,4,0
First-class,90,109,31,756,57,9.69,,,0,1,,,25,0
List A,198,85,35,454,37*,9.08,,,0,0,,,36,0
Twenty20,120,26,13,69,22*,5.30,102,67.64,0,0,4,3,25,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,17,29,3447,1866,44,4/72,6/117,42.40,3.24,78.3,2,0,0
ODIs,120,120,5751,4981,157,6/23,6/23,31.72,5.19,36.6,5,2,0
T20Is,23,23,504,646,31,3/19,3/19,20.83,7.69,16.2,0,0,0
First-class,90,,16966,8832,303,7/14,,29.14,3.12,55.9,,14,4
List A,198,,9573,7963,240,6/23,6/23,33.17,4.99,39.8,8,2,0
Twenty20,120,120,2586,3283,146,4/10,4/10,22.48,7.61,17.7,2,0,0
