,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,24,27,17,89,18*,8.90,492,18.08,0,0,6,0,10,0
ODIs,18,10,8,46,16*,23.00,112,41.07,0,0,3,0,7,0
T20Is,6,1,1,10,10*,-,6,166.66,0,0,0,1,1,0
First-class,98,122,43,737,51,9.32,2551,28.89,0,1,72,5,33,0
List A,91,58,27,267,20,8.61,,,0,0,,,30,0
Twenty20,134,37,20,72,11*,4.23,105,68.57,0,0,0,3,21,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,24,48,7633,3420,113,6/47,10/89,30.26,2.68,67.5,5,7,1
ODIs,18,17,876,652,21,4/38,4/38,31.04,4.46,41.7,1,0,0
T20Is,6,6,126,132,10,4/21,4/21,13.20,6.28,12.6,1,0,0
First-class,98,,24100,11420,409,7/58,,27.92,2.84,58.9,18,23,3
List A,91,89,4773,3723,107,5/19,5/19,34.79,4.68,44.6,3,2,0
Twenty20,134,131,2771,3297,148,4/15,4/15,22.27,7.13,18.7,3,0,0
