,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,101,95,6,2289,119,25.71,2464,92.89,3,9,145,110,53,0
T20Is,50,44,10,742,63*,21.82,537,138.17,0,2,53,39,23,0
First-class,27,44,2,1584,174,37.71,,,4,7,,,42,0
List A,131,121,10,3065,119,27.61,,,3,15,,,77,0
Twenty20,327,293,87,6354,89*,30.84,4183,151.90,0,30,415,415,185,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,101,70,2044,1956,50,3/27,3/27,39.12,5.74,40.8,0,0,0
T20Is,50,34,468,642,23,3/30,3/30,27.91,8.23,20.3,0,0,0
First-class,27,24,811,436,14,5/36,5/40,31.14,3.22,57.9,0,1,0
List A,131,89,2605,2414,82,4/32,4/32,29.43,5.56,31.7,1,0,0
Twenty20,327,242,3854,5151,219,4/15,4/15,23.52,8.01,17.5,4,0,0

