,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,3,6,0,80,37,13.33,114,70.17,0,0,7,2,2,0
ODIs,67,61,8,1763,102,33.26,1402,125.74,1,13,176,60,37,0
T20Is,36,32,4,822,145*,29.35,491,167.41,1,3,76,44,18,0
First-class,43,70,6,2626,155*,41.03,3354,78.29,5,16,297,47,36,0
List A,111,100,15,3029,146,35.63,2409,125.73,4,20,306,100,64,0
Twenty20,163,154,15,3304,145*,23.76,2114,156.29,1,17,281,174,76,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,3,4,342,271,7,4/127,4/127,38.71,4.75,48.8,1,0,0
ODIs,67,58,1864,1717,45,4/46,4/46,38.15,5.52,41.4,2,0,0
T20Is,36,32,462,575,17,3/13,3/13,33.82,7.46,27.1,0,0,0
First-class,43,63,3735,2183,55,4/42,5/66,39.69,3.50,67.9,2,0,0
List A,111,89,2898,2568,69,4/46,4/46,37.21,5.31,42.0,2,0,0
Twenty20,163,111,1425,1880,53,3/13,3/13,35.47,7.91,26.8,0,0,0
