,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,71,101,4,1433,85,14.77,2682,53.43,0,5,,,37,0
List A,65,45,14,482,46,15.54,571,84.41,0,0,51,1,19,0
Twenty20,83,32,11,186,36*,8.85,210,88.57,0,0,12,5,18,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,71,,16385,7304,246,7/45,,29.69,2.67,66.6,17,9,1
List A,65,,3515,2464,87,5/30,5/30,28.32,4.20,40.4,2,1,0
Twenty20,83,81,1812,1991,70,3/16,3/16,28.44,6.59,25.8,0,0,0



