,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,18,31,2,768,120,26.48,1445,53.14,1,7,100,4,23,0
ODIs,223,192,35,5568,116*,35.46,5938,93.76,5,36,475,120,100,0
T20Is,62,52,11,1203,101,29.34,905,132.92,1,3,110,41,28,0
First-class,93,152,10,6197,204*,43.64,9937,62.36,14,40,,,103,0
List A,288,256,40,7782,129,36.02,8211,94.77,7,52,,,134,0
Twenty20,242,228,37,6326,109*,33.12,4551,139.00,3,36,555,246,124,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,18,22,1041,603,13,2/1,2/1,46.38,3.47,80.0,0,0,0
ODIs,223,98,2084,1769,36,3/34,3/34,49.13,5.09,57.8,0,0,0
T20Is,62,21,271,326,12,2/6,2/6,27.16,7.21,22.5,0,0,0
First-class,93,,3019,1495,37,3/31,,40.40,2.97,81.5,0,0,0
List A,288,,3245,2715,62,4/23,4/23,43.79,5.02,52.3,2,0,0
Twenty20,242,98,1305,1553,50,4/26,4/26,31.06,7.14,26.1,1,0,0
