,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,101,176,9,6453,302,38.64,9989,64.60,12,31,776,107,198,11
ODIs,260,228,28,6083,166,30.41,6312,96.37,5,32,577,200,262,15
T20Is,71,70,10,2140,123,35.66,1571,136.21,2,13,199,91,36,8
First-class,150,261,13,9210,302,37.13,,,17,46,,,308,19
List A,308,270,32,7368,170,30.95,,,9,37,,,305,17
Twenty20,251,247,25,6955,158*,31.32,5074,137.07,7,33,664,321,105,14
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,101,8,175,88,1,1/1,1/13,88.00,3.01,175.0,0,0,0
ODIs,260,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,71,-,-,-,-,-,-,-,-,-,-,-,-
First-class,150,,259,140,1,1/1,1/13,140.00,3.24,259.0,0,0,0
List A,308,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,251,-,-,-,-,-,-,-,-,-,-,-,-
