,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,35,57,6,1637,131,32.09,3210,50.99,3,9,201,24,81,12
List A,30,30,5,865,104*,34.60,1177,73.49,1,4,103,9,35,4
Twenty20,38,32,11,789,89,37.57,602,131.06,0,3,87,23,20,8



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,35,1,12,10,0,-,-,-,5.00,-,0,0,0
List A,30,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,38,-,-,-,-,-,-,-,-,-,-,-,-



