,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,84,104,22,1158,76,14.12,2654,43.63,0,2,114,34,22,0
ODIs,115,46,10,292,35,8.11,456,64.03,0,0,25,8,26,0
T20Is,42,9,4,15,5,3.00,20,75.00,0,0,1,0,11,0
First-class,127,151,34,1666,82,14.23,3504,47.54,0,4,,,28,0
List A,165,61,17,338,35,7.68,522,64.75,0,0,,,33,0
Twenty20,179,54,22,256,27*,8.00,224,114.28,0,0,20,8,46,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,84,155,17210,9252,416,7/51,11/60,22.24,3.22,41.3,25,26,5
ODIs,115,114,5765,4737,180,6/39,6/39,26.31,4.93,32.0,4,3,0
T20Is,42,42,901,1009,58,4/9,4/9,17.39,6.71,15.5,2,0,0
First-class,127,,24930,13362,575,8/41,,23.23,3.21,43.3,30,34,7
List A,165,,8089,6415,259,6/39,6/39,24.76,4.75,31.2,5,6,0
Twenty20,179,176,3975,4423,201,4/9,4/9,22.00,6.67,19.7,4,0,0
