,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,2,3,0,60,42,20.00,140,42.85,0,0,10,0,2,0
Twenty20,54,11,7,36,14*,9.00,67,53.73,0,0,1,1,7,0




,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,2,4,348,230,2,2/127,2/169,115.00,3.96,174.0,0,0,0
Twenty20,54,54,1140,1336,59,4/15,4/15,22.64,7.03,19.3,2,0,0




