,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,6,11,2,229,76*,25.44,536,42.72,0,1,25,1,2,0
List A,25,20,5,548,70*,36.53,638,85.89,0,4,43,11,17,0
Twenty20,34,29,7,357,35*,16.22,326,109.50,0,0,31,7,9,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,6,3,54,19,3,2/7,2/18,6.33,2.11,18.0,0,0,0
List A,25,7,90,92,3,1/3,1/3,30.66,6.13,30.0,0,0,0
Twenty20,34,10,126,168,8,3/20,3/20,21.00,8.00,15.7,0,0,0



