,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,9,14,5,35,9,3.88,110,31.81,0,0,4,0,1,0
ODIs,9,3,2,8,6*,8.00,15,53.33,0,0,1,0,1,0
First-class,40,62,15,612,72,13.02,1360,45.00,0,1,76,10,9,0
List A,30,13,4,119,34,13.22,116,102.58,0,0,8,6,7,0
Twenty20,47,15,9,71,17*,11.83,81,87.65,0,0,5,2,2,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,9,14,1189,947,18,3/97,3/97,52.61,4.77,66.0,0,0,0
ODIs,9,9,380,419,11,3/24,3/24,38.09,6.61,34.5,0,0,0
First-class,40,61,5897,3473,104,6/63,8/194,33.39,3.53,56.7,3,4,0
List A,30,29,1330,1194,45,5/47,5/47,26.53,5.38,29.5,0,2,0
Twenty20,47,45,970,1327,40,3/16,3/16,33.17,8.20,24.2,0,0,0

