,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,4,6,1,107,68,21.40,217,49.30,0,1,11,0,2,0
First-class,95,155,33,4825,176*,39.54,8032,60.07,11,25,,,66,0
List A,100,86,23,1888,67,29.96,2260,83.53,0,9,,,42,0
Twenty20,93,81,26,1743,96*,31.69,1401,124.41,0,11,134,42,33,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,4,7,732,300,9,3/25,3/72,33.33,2.45,81.3,0,0,0
First-class,95,,12632,5776,201,6/34,,28.73,2.74,62.8,8,5,0
List A,100,,3707,3147,79,5/38,5/38,39.83,5.09,46.9,1,1,0
Twenty20,93,84,1470,1887,82,5/13,5/13,23.01,7.70,17.9,1,1,0


