,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,8,7,1,81,57,13.50,135,60.00,0,1,9,0,1,0
First-class,133,194,14,9539,288,52.99,,,32,36,,,70,0
List A,147,138,14,4169,148*,33.62,,,4,26,,,44,0
Twenty20,15,14,3,233,39*,21.18,234,99.57,0,0,16,2,7,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,8,8,324,274,9,3/43,3/43,30.44,5.07,36.0,0,0,0
First-class,133,,8299,3916,85,4/26,,46.07,2.83,97.6,,0,0
List A,147,,4637,3508,115,5/43,5/43,30.50,4.53,40.3,2,1,0
Twenty20,15,10,168,227,4,1/19,1/19,56.75,8.10,42.0,0,0,0


