,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,104,180,6,8586,319,49.34,10441,82.23,23,32,1233,91,91,0
ODIs,251,245,9,8273,219,35.05,7929,104.33,15,38,1132,136,93,0
T20Is,19,18,0,394,68,21.88,271,145.38,0,2,43,16,2,0
First-class,194,321,11,14683,319,47.36,,,42,55,,,166,0
List A,332,321,14,10454,219,34.05,,,16,57,,,120,0
Twenty20,159,157,6,4061,122,26.89,2747,147.83,2,24,487,147,42,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,104,91,3731,1894,40,5/104,5/118,47.35,3.04,93.2,0,1,0
ODIs,251,146,4392,3853,96,4/6,4/6,40.13,5.26,45.7,1,0,0
T20Is,19,1,6,20,0,-,-,-,20.00,-,0,0,0
First-class,194,,8614,4470,105,5/104,,42.57,3.11,82.0,,1,0
List A,332,,6009,5154,142,4/6,4/6,36.29,5.14,42.3,3,0,0
Twenty20,159,28,358,496,22,3/14,3/14,22.54,8.31,16.2,0,0,0
