,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,4,3,1,4,4*,2.00,14,28.57,0,0,0,0,2,0
First-class,62,70,42,306,25,10.92,,,0,0,,,23,0
List A,52,21,13,54,20*,6.75,109,49.54,0,0,,,17,0
Twenty20,19,2,2,16,10*,-,23,69.56,0,0,0,0,5,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,4,4,172,120,4,2/15,2/15,30.00,4.18,43.0,0,0,0
First-class,62,,10343,4348,169,5/31,,25.72,2.52,61.2,5,7,1
List A,52,,2475,1868,71,5/45,5/45,26.30,4.52,34.8,1,1,0
Twenty20,19,18,389,527,18,3/28,3/28,29.27,8.12,21.6,0,0,0


