,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,4,3,0,31,17,10.33,33,93.93,0,0,3,1,1,0
First-class,88,161,10,5223,181,34.58,9843,53.06,9,32,,,62,0
List A,119,116,10,3222,145,30.39,3628,88.80,2,21,,,43,1
Twenty20,109,105,9,2188,94*,22.79,1696,129.00,0,9,179,96,41,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,4,-,-,-,-,-,-,-,-,-,-,-,-
First-class,88,,220,196,2,1/24,1/24,98.00,5.34,110.0,0,0,0
List A,119,,91,89,5,2/15,2/15,17.80,5.86,18.2,0,0,0
Twenty20,109,-,-,-,-,-,-,-,-,-,-,-,-


