,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,16,11,2,218,61*,24.22,363,60.05,0,1,16,3,6,0
First-class,120,191,19,7078,228*,41.15,,,17,30,,,87,0
List A,137,122,16,4110,115*,38.77,,,11,25,,,45,0
Twenty20,83,71,12,1390,71*,23.55,1142,121.71,0,7,107,50,17,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,16,-,-,-,-,-,-,-,-,-,-,-,-
First-class,120,,5232,2452,66,4/34,,37.15,2.81,79.2,,0,0
List A,137,,3043,2477,53,5/20,5/20,46.73,4.88,57.4,0,1,0
Twenty20,83,25,306,448,8,2/23,2/23,56.00,8.78,38.2,0,0,0


