,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,72,101,38,550,31*,8.73,1921,28.63,0,0,61,0,14,0
ODIs,80,28,13,72,13,4.80,203,35.46,0,0,6,0,19,0
T20Is,14,3,2,8,5*,8.00,9,88.88,0,0,1,0,4,0
First-class,101,129,52,652,31*,8.46,2312,28.20,0,0,72,0,20,0
List A,113,40,18,153,31,6.95,338,45.26,0,0,11,1,26,0
Twenty20,103,24,19,45,9,9.00,55,81.81,0,0,3,1,21,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,72,126,13923,7674,209,7/74,10/108,36.71,3.30,66.6,8,7,1
ODIs,80,78,3733,3563,115,4/34,4/34,30.98,5.72,32.4,6,0,0
T20Is,14,14,278,400,8,2/34,2/34,50.00,8.63,34.7,0,0,0
First-class,101,176,19210,10158,323,7/24,11/51,31.44,3.17,59.4,16,11,2
List A,113,111,5390,4799,167,5/21,5/21,28.73,5.34,32.2,10,1,0
Twenty20,103,103,2239,2932,84,5/12,5/12,34.90,7.85,26.6,1,1,0
