,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,16,7,0,78,31,11.14,56,139.28,0,0,7,4,10,0
First-class,15,25,0,680,90,27.20,1355,50.18,0,5,84,10,7,0
List A,17,14,4,308,69,30.80,351,87.74,0,2,20,9,8,0
Twenty20,65,50,10,1002,86*,25.05,817,122.64,0,5,73,47,32,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,16,16,267,360,15,3/8,3/8,24.00,8.08,17.8,0,0,0
First-class,15,15,1248,648,21,5/61,8/91,30.85,3.11,59.4,0,1,0
List A,17,10,531,409,10,2/47,2/47,40.90,4.62,53.1,0,0,0
Twenty20,65,62,1009,1285,45,3/7,3/7,28.55,7.64,22.4,0,0,0


