,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,18,19,6,50,11,3.84,129,38.75,0,0,6,1,5,0
List A,8,1,0,0,0,0.00,8,0.00,0,0,0,0,1,0
Twenty20,17,2,1,0,0*,0.00,5,0.00,0,0,0,0,1,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,18,31,2870,1737,59,6/71,10/161,29.44,3.63,48.6,4,2,1
List A,8,8,456,330,13,3/14,3/14,25.38,4.34,35.0,0,0,0
Twenty20,17,17,353,467,12,2/15,2/15,38.91,7.93,29.4,0,0,0



