,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,20,30,7,683,69,29.69,1527,44.72,0,4,93,0,41,8
ODIs,38,34,3,736,95,23.74,962,76.50,0,4,79,7,30,9
T20Is,2,2,0,36,26,18.00,32,112.50,0,0,4,1,1,0
First-class,157,231,23,8994,206,43.24,,,23,49,,,383,62
List A,160,150,8,4086,119,28.77,4943,82.66,2,27,,,156,58
Twenty20,156,153,11,3173,82,22.34,2644,120.00,0,17,408,55,91,22
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,20,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,38,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,2,-,-,-,-,-,-,-,-,-,-,-,-
First-class,157,,72,48,0,-,-,-,4.00,-,0,0,0
List A,160,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,156,-,-,-,-,-,-,-,-,-,-,-,-
