,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,48,14,10,108,34*,27.00,138,78.26,0,0,10,3,4,0
T20Is,28,7,4,14,6*,4.66,15,93.33,0,0,1,1,7,0
First-class,35,42,13,324,34,11.17,937,34.57,0,0,28,4,6,0
List A,85,32,17,221,34*,14.73,304,72.69,0,0,19,5,8,0
Twenty20,101,31,17,128,20,9.14,94,136.17,0,0,9,8,19,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,48,45,2336,2313,82,5/58,5/58,28.20,5.94,28.4,6,1,0
T20Is,28,28,590,758,30,3/17,3/17,25.26,7.70,19.6,0,0,0
First-class,35,66,6933,4121,112,8/23,9/81,36.79,3.56,61.9,3,3,0
List A,85,80,4027,3889,154,6/41,6/41,25.25,5.79,26.1,11,3,0
Twenty20,101,99,2169,2885,134,5/29,5/29,21.52,7.98,16.1,2,1,0

