,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,90,144,16,4876,224,38.09,8249,59.11,6,33,544,78,256,38
ODIs,278,241,67,8918,183*,51.25,9989,89.27,9,60,691,192,261,89
T20Is,73,63,32,1112,48*,35.87,909,122.33,0,0,75,34,41,22
First-class,131,210,19,7038,224,36.84,,,9,47,,,364,57
List A,342,300,79,11100,183*,50.22,,,15,72,,,335,107
Twenty20,245,219,87,4954,73*,37.53,3648,135.80,0,18,349,208,122,60
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,90,7,96,67,0,-,-,-,4.18,-,0,0,0
ODIs,278,2,36,31,1,1/14,1/14,31.00,5.16,36.0,0,0,0
T20Is,73,-,-,-,-,-,-,-,-,-,-,-,-
First-class,131,,126,87,0,-,-,-,4.14,-,0,0,0
List A,342,,63,53,2,1/14,1/14,26.50,5.04,31.5,0,0,0
Twenty20,245,1,12,25,0,-,-,-,12.50,-,0,0,0
