,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,9,9,3,30,15*,5.00,86,34.88,0,0,4,0,3,0
List A,16,6,4,44,15*,22.00,49,89.79,0,0,4,1,1,0
Twenty20,11,4,2,10,4,5.00,16,62.50,0,0,1,0,3,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,9,15,1457,744,24,5/20,7/77,31.00,3.06,60.7,1,1,0
List A,16,16,679,583,22,6/18,6/18,26.50,5.15,30.8,0,2,0
Twenty20,11,11,209,267,6,2/1,2/1,44.50,7.66,34.8,0,0,0



