0	0	0.385641754	0.356743509	0.058586316	0.000000000	0.103365263	0.023643158	0.927980351
0	1	0.306258724	0.428077241	0.067819862	0.003801621	0.082406172	0.042080862	0.930444690
0	2	0.341670093	0.413001759	0.040743056	0.001565278	0.103498704	0.023985741	0.924464722
0	3	0.180555000	0.322221667	0.108333333	0.000000000	0.033333333	0.133333333	0.777778333
0	4	0.286110000	0.459720833	0.075000000	0.000000000	0.081944167	0.041666667	0.944444167
0	5	0.305609200	0.430365100	0.053064100	0.016409100	0.093177300	0.034757800	0.933382500
0	6	0.526143333	0.454246667	0.000000000	0.000000000	0.019606667	0.000000000	1.000000000
0	7	0.288816316	0.458818684	0.054371667	0.002958860	0.081845088	0.033648772	0.921257018
0	8	0.336099322	0.381722797	0.052406271	0.007841271	0.116843814	0.034187458	0.929101441
0	9	0.315911389	0.431154444	0.041142778	0.001068333	0.122417222	0.020926111	0.932620833
1	0	0.325555508	0.395915668	0.063865829	0.004161230	0.100406845	0.030852460	0.922254225
1	1	0.326309378	0.407165023	0.058854683	0.004539085	0.088043110	0.035430552	0.920488721
1	2	0.339605866	0.391900601	0.050143145	0.005938940	0.098954134	0.031867915	0.918503746
1	3	0.256743333	0.482402222	0.113794444	0.000000000	0.009323889	0.025485556	0.887748889
1	4	0.357884468	0.340775106	0.080122766	0.000000000	0.086400638	0.032960638	0.898143830
1	5	0.334970257	0.378595662	0.056844007	0.005054007	0.099499228	0.042216471	0.917180257
1	6	0.316593571	0.566100000	0.005102143	0.000000000	0.059792143	0.016697857	0.964285714
1	7	0.337770085	0.373352251	0.057651425	0.003854644	0.092721823	0.038653276	0.904763362
1	8	0.357883456	0.357422263	0.055442508	0.004711560	0.108405688	0.038869511	0.922868807
1	9	0.293198154	0.413296538	0.070697000	0.005857615	0.102560154	0.040513231	0.926123000
2	0	0.377243750	0.269764167	0.060069167	0.000000000	0.122088333	0.027430417	0.856597083
2	1	0.400014412	0.348454706	0.052864706	0.000000000	0.105603137	0.015264412	0.922201471
2	2	0.462141714	0.304470857	0.041899143	0.003492000	0.062529429	0.005941429	0.880476286
2	3	0.000000000	0.250000000	0.125000000	0.000000000	0.000000000	0.125000000	0.500000000
2	4	0.365080000	0.571426667	0.015873333	0.000000000	0.031746667	0.015873333	1.000000000
2	5	0.380904324	0.327429189	0.043581081	0.000000000	0.071525135	0.028491081	0.851930270
2	6	0.677780000	0.211110000	0.000000000	0.055555000	0.055555000	0.000000000	1.000000000
2	7	0.287470408	0.389541020	0.042439796	0.010204082	0.088964082	0.036635306	0.855255510
2	8	0.343704324	0.379945946	0.058017297	0.001501622	0.121446216	0.038707838	0.943322973
2	9	0.499656364	0.332990000	0.075757273	0.000000000	0.072658182	0.000000000	0.981060000
