3	0	0.367863714	0.305094857	0.067882286	0.001823714	0.130427714	0.026878000	0.899970571
3	1	0.304094638	0.418222126	0.055366039	0.002359469	0.075481884	0.046404396	0.901928744
3	2	0.326693860	0.413742807	0.064893509	0.001096491	0.099385614	0.040557018	0.946370175
3	3	0.272113333	0.488346667	0.041666667	0.000000000	0.133476667	0.049241667	0.984848333
3	4	0.289239000	0.436525000	0.079977000	0.000000000	0.121376000	0.038791000	0.965909000
3	5	0.302697333	0.370668000	0.048019833	0.007936500	0.125563667	0.042961833	0.897849000
3	6	0.104167500	0.354167500	0.229167500	0.000000000	0.041667500	0.145832500	0.875000000
3	7	0.323876438	0.442925753	0.044744110	0.001078219	0.074523699	0.046518219	0.933667397
3	8	0.338209577	0.348893803	0.050369014	0.015050282	0.099015775	0.022052817	0.873591408
3	9	0.373431739	0.353507826	0.064280000	0.000820435	0.104612609	0.058306087	0.954958261
4	0	0.290277500	0.355238000	0.071309500	0.000000000	0.191507000	0.062499500	0.970833500
4	1	0.310384662	0.442026165	0.070701278	0.002046842	0.065730150	0.028713233	0.919602782
4	2	0.252129024	0.407568780	0.098625610	0.000000000	0.070557561	0.079945854	0.908827073
4	3	0.208330000	0.333335000	0.041665000	0.000000000	0.166665000	0.083335000	0.833335000
4	4	0.133333333	0.466666667	0.000000000	0.000000000	0.066666667	0.000000000	0.666666667
4	5	0.357134286	0.362244694	0.092590000	0.000000000	0.077996327	0.025623469	0.915589592
4	6	0.666670000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.666670000
4	7	0.261690000	0.429268367	0.070001224	0.010960000	0.091197347	0.043036122	0.906153265
4	8	0.269000408	0.450430204	0.055861837	0.000000000	0.122462449	0.011396939	0.909152041
4	9	0.268518889	0.489550000	0.032407778	0.000000000	0.076984444	0.063095556	0.930555556
5	0	0.356400469	0.350703281	0.051383594	0.008634844	0.104497344	0.039006250	0.910625625
5	1	0.305246353	0.428498551	0.062077802	0.004404396	0.088619662	0.040943961	0.929790821
5	2	0.329827109	0.438545859	0.060635313	0.001809297	0.086114219	0.027757734	0.944690469
5	3	0.353283333	0.367803333	0.093276667	0.000000000	0.075631667	0.057575833	0.947569167
5	4	0.219845455	0.459984091	0.073918182	0.000000000	0.108810455	0.068605455	0.931165000
5	5	0.307261947	0.394153274	0.042129823	0.006641062	0.116325133	0.047563982	0.914075044
5	6	0.274675714	0.397618571	0.083765714	0.006492857	0.046428571	0.030302857	0.839285714
5	7	0.275096370	0.446397945	0.056157260	0.004573082	0.089250205	0.032586712	0.904062055
5	8	0.347777083	0.403711181	0.039739167	0.003770833	0.090327431	0.041712639	0.927038958
5	9	0.386388654	0.396848846	0.047015962	0.007096923	0.079455769	0.025706538	0.942513269
6	0	0.360144771	0.365533600	0.052598657	0.003264971	0.116666371	0.028467000	0.927554143
6	1	0.320361972	0.406336269	0.060503414	0.004008454	0.095709798	0.040282359	0.927456511
6	2	0.341155478	0.374131360	0.066548235	0.003673382	0.108635809	0.036860257	0.931713897
6	3	0.207575610	0.506476098	0.037536098	0.009872195	0.103014634	0.038912927	0.903387805
6	4	0.330702793	0.368582342	0.064906036	0.000563063	0.090519459	0.040839279	0.896113784
6	5	0.370074012	0.348913877	0.056167889	0.004491555	0.106520633	0.039232706	0.926561516
6	6	0.344504194	0.363199032	0.039463548	0.013440968	0.073879355	0.083578065	0.918064516
6	7	0.318751960	0.393736507	0.060216985	0.005906326	0.098016277	0.043025799	0.919783377
6	8	0.342781756	0.368958211	0.057140368	0.002830301	0.104666237	0.031200920	0.908410000
6	9	0.346079865	0.352030493	0.073810045	0.003289776	0.117696368	0.044250717	0.937158251
7	0	0.376504675	0.354215917	0.031697160	0.008441538	0.093809467	0.038758107	0.903427633
7	1	0.330077351	0.402347020	0.063537792	0.003562826	0.088145508	0.042043179	0.929713996
7	2	0.337481479	0.382741937	0.051020810	0.000440141	0.089028415	0.056559401	0.917272077
7	3	0.359211053	0.326148421	0.055583684	0.000000000	0.126270526	0.074826842	0.942042632
7	4	0.329813529	0.403711176	0.038615882	0.000000000	0.095745098	0.068527255	0.936412549
7	5	0.367357054	0.366560620	0.053694884	0.001100116	0.107135969	0.029703721	0.925552674
7	6	0.270042727	0.470346364	0.076926364	0.000000000	0.092380909	0.014545455	0.924242727
7	7	0.307128006	0.400559259	0.071081795	0.001364387	0.098303020	0.040858832	0.919795499
7	8	0.339551125	0.377352281	0.057724531	0.001783000	0.105323094	0.028677531	0.913862625
7	9	0.332098211	0.386432520	0.067337805	0.000000000	0.105596179	0.023743659	0.915208862
8	0	0.351678254	0.370983016	0.039414127	0.016057778	0.122499841	0.039003968	0.939637619
8	1	0.319221734	0.397572500	0.065579597	0.004553468	0.084518992	0.052914395	0.924361129
8	2	0.391511321	0.336727547	0.060321415	0.000377358	0.111472830	0.037442830	0.938351038
8	3	0.269840000	0.436506667	0.000000000	0.000000000	0.059525000	0.055555000	0.821428333
8	4	0.359668182	0.415945455	0.032179091	0.000000000	0.096320909	0.056493636	0.960606364
8	5	0.344615938	0.394270313	0.054382188	0.000000000	0.101626458	0.029248750	0.924143854
8	6	0.091270000	0.517857500	0.027777500	0.000000000	0.202380000	0.125000000	0.964285000
8	7	0.324457863	0.396199658	0.068335983	0.008996838	0.087045214	0.039402735	0.924439060
8	8	0.349792019	0.334369712	0.054952500	0.001923077	0.101015096	0.031676731	0.873975673
8	9	0.419474688	0.285200625	0.046165000	0.000000000	0.106338750	0.041763438	0.898942813
9	0	0.325924615	0.390748000	0.054054154	0.000000000	0.120343692	0.024391692	0.916645538
9	1	0.335503650	0.414315474	0.064057299	0.001097080	0.085963796	0.029355401	0.932449562
9	2	0.340009540	0.372935057	0.052574483	0.001642069	0.107901264	0.023709885	0.898772644
9	3	0.375000000	0.625000000	0.000000000	0.000000000	0.000000000	0.000000000	1.000000000
9	4	0.302802000	0.400606000	0.103333000	0.010000000	0.067424000	0.035000000	0.919167000
9	5	0.354018523	0.373737727	0.065079545	0.002238295	0.082053295	0.045418636	0.922546705
9	6	0.288890000	0.494443333	0.000000000	0.000000000	0.066666667	0.083333333	0.933333333
9	7	0.301181101	0.437163119	0.058097431	0.007660642	0.073178807	0.033709174	0.911500642
9	8	0.353527473	0.392055165	0.038545824	0.002020000	0.092962527	0.026159780	0.905820110
9	9	0.373944054	0.302563243	0.061672703	0.009008919	0.122007568	0.033984054	0.903180541
