,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
List A,4,3,0,59,28,19.66,56,105.35,0,0,4,1,0,0
Twenty20,27,18,5,404,86,31.07,245,164.89,0,2,32,20,9,0




,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
List A,4,4,234,209,5,2/42,2/42,41.80,5.35,46.8,0,0,0
Twenty20,27,25,449,495,22,3/25,3/25,22.50,6.61,20.4,0,0,0




