,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,8,12,1,557,132*,50.63,1124,49.55,1,3,74,7,5,0
List A,12,11,2,257,67*,28.55,413,62.22,0,2,29,3,4,0
Twenty20,19,17,1,544,97,34.00,363,149.86,0,4,43,34,3,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,8,2,18,4,0,-,-,-,1.33,-,0,0,0
List A,12,6,108,65,5,2/16,2/16,13.00,3.61,21.6,0,0,0
Twenty20,19,5,36,61,1,1/10,1/10,61.00,10.16,36.0,0,0,0



