,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,8,16,0,278,49,17.37,593,46.88,0,0,28,4,5,0
ODIs,68,65,3,1958,122,31.58,2680,73.05,2,16,162,50,28,0
T20Is,38,37,4,862,82*,26.12,740,116.48,0,5,83,31,17,0
First-class,94,167,10,5110,282,32.54,,,10,23,,,97,4
List A,136,131,7,3720,122,30.00,,,5,23,,,64,2
Twenty20,180,178,18,4902,100*,30.63,4240,115.61,1,38,468,190,68,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,8,5,192,147,1,1/60,1/60,147.00,4.59,192.0,0,0,0
ODIs,68,12,156,172,1,1/3,1/3,172.00,6.61,156.0,0,0,0
T20Is,38,3,36,55,6,4/19,4/19,9.16,9.16,6.0,1,0,0
First-class,94,,1092,585,17,3/6,,34.41,3.21,64.2,0,0,0
List A,136,,474,468,6,2/23,2/23,78.00,5.92,79.0,0,0,0
Twenty20,180,31,370,532,22,4/19,4/19,24.18,8.62,16.8,1,0,0
