,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,15,24,3,630,85,30.00,1093,57.63,0,5,84,9,49,0
ODIs,78,66,12,2072,129,38.37,1722,120.32,4,10,177,64,97,10
T20Is,50,44,11,928,73*,28.12,662,140.18,0,5,67,43,14,3
First-class,74,114,10,3336,144,32.07,5620,59.35,4,19,445,40,160,2
List A,145,123,32,4183,129,45.96,3452,121.17,6,26,396,125,146,15
Twenty20,160,142,34,3066,73*,28.38,2083,147.19,0,17,245,135,85,17
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,15,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,78,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,50,-,-,-,-,-,-,-,-,-,-,-,-
First-class,74,1,12,11,0,-,-,-,5.50,-,0,0,0
List A,145,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,160,-,-,-,-,-,-,-,-,-,-,-,-
