,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,28,43,12,769,99,24.80,1142,67.33,0,6,87,13,14,0
ODIs,56,23,12,197,52*,17.90,234,84.18,0,1,16,4,13,0
T20Is,22,6,2,12,4,3.00,18,66.66,0,0,0,0,6,0
First-class,61,76,24,1208,99,23.23,1863,64.84,0,7,140,21,31,0
List A,81,35,19,319,52*,19.93,393,81.17,0,1,28,5,19,0
Twenty20,85,28,13,124,29,8.26,142,87.32,0,0,11,0,28,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,28,53,5511,3147,115,6/50,11/94,27.36,3.42,47.9,4,7,1
ODIs,56,56,2707,2158,110,6/28,6/28,19.61,4.78,24.6,6,5,0
T20Is,22,22,501,566,30,3/11,3/11,18.86,6.77,16.7,0,0,0
First-class,61,109,10462,5910,223,6/50,11/94,26.50,3.38,46.9,8,11,1
List A,81,81,4067,3231,174,6/25,6/25,18.56,4.76,23.3,10,8,0
Twenty20,85,84,1860,2215,127,4/15,4/15,17.44,7.14,14.6,1,0,0
