,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,29,47,3,1823,212,41.43,3617,50.40,4,11,206,32,50,1
List A,20,19,2,581,108,34.17,779,74.58,1,1,45,9,16,1
Twenty20,32,26,3,672,89,29.21,614,109.44,0,4,64,18,21,8



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,29,4,108,51,1,1/35,1/35,51.00,2.83,108.0,0,0,0
List A,20,1,18,13,1,1/13,1/13,13.00,4.33,18.0,0,0,0
Twenty20,32,-,-,-,-,-,-,-,-,-,-,-,-



