,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,12,12,1,287,104*,26.09,403,71.21,1,1,24,3,4,0
T20Is,3,1,0,15,15,15.00,17,88.23,0,0,0,0,2,0
First-class,87,132,12,6358,267,52.98,11516,55.21,21,24,,,88,0
List A,121,113,14,3916,151,39.55,,,3,29,,,65,0
Twenty20,124,109,28,2399,75*,29.61,2117,113.32,0,11,200,53,65,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,12,6,132,150,5,4/61,4/61,30.00,6.81,26.4,1,0,0
T20Is,3,-,-,-,-,-,-,-,-,-,-,-,-
First-class,87,,2953,1750,26,2/19,2/38,67.30,3.55,113.5,0,0,0
List A,121,,1592,1557,39,5/34,5/34,39.92,5.86,40.8,1,1,0
Twenty20,124,26,318,422,16,3/19,3/19,26.37,7.96,19.8,0,0,0

