,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,27,45,1,2439,200,55.43,2903,84.01,6,14,303,40,21,0
List A,20,20,1,725,105*,38.15,826,87.77,1,4,58,17,5,0
Twenty20,35,35,2,796,86,24.12,625,127.36,0,6,76,33,16,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,27,12,235,171,2,2/29,2/29,85.50,4.36,117.5,0,0,0
List A,20,4,54,60,1,1/23,1/23,60.00,6.66,54.0,0,0,0
Twenty20,35,-,-,-,-,-,-,-,-,-,-,-,-



