,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,25,26,8,116,27,6.44,262,44.27,0,0,9,5,12,0
List A,20,12,6,90,26,15.00,108,83.33,0,0,8,3,4,0
Twenty20,22,7,4,9,4,3.00,15,60.00,0,0,0,0,5,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,25,41,4074,1625,59,5/19,8/77,27.54,2.39,69.0,3,1,0
List A,20,20,1116,868,30,6/25,6/25,28.93,4.66,37.2,0,1,0
Twenty20,22,22,425,532,22,3/33,3/33,24.18,7.51,19.3,0,0,0



