,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,2,2,0,38,34,19.00,22,172.72,0,0,6,1,0,0
First-class,57,100,7,3498,181,37.61,5539,63.15,7,17,440,62,41,0
List A,53,51,2,1642,118*,33.51,1880,87.34,3,9,168,49,24,0
Twenty20,56,55,4,1183,85,23.19,915,129.28,0,7,124,46,9,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,2,-,-,-,-,-,-,-,-,-,-,-,-
First-class,57,13,262,204,6,2/10,2/10,34.00,4.67,43.6,0,0,0
List A,53,10,204,163,0,-,-,-,4.79,-,0,0,0
Twenty20,56,-,-,-,-,-,-,-,-,-,-,-,-


