,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,34,33,2,1084,132,34.96,1150,94.26,2,7,112,20,22,0
T20Is,15,14,3,327,78,29.72,237,137.97,0,2,29,12,9,0
First-class,78,138,6,5837,319,44.21,9200,63.44,18,24,851,42,102,0
List A,128,126,6,4513,137,37.60,4829,93.45,8,29,512,64,73,0
Twenty20,86,84,6,2089,78,26.78,1608,129.91,0,12,225,61,35,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,34,3,45,44,1,1/17,1/17,44.00,5.86,45.0,0,0,0
T20Is,15,-,-,-,-,-,-,-,-,-,-,-,-
First-class,78,6,78,70,3,1/1,1/1,23.33,5.38,26.0,0,0,0
List A,128,3,45,44,1,1/17,1/17,44.00,5.86,45.0,0,0,0
Twenty20,86,-,-,-,-,-,-,-,-,-,-,-,-

