,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,22,38,8,261,36,8.70,821,31.79,0,0,41,1,4,0
ODIs,102,59,17,406,46,9.66,701,57.91,0,0,31,5,17,0
T20Is,16,9,4,15,7*,3.00,28,53.57,0,0,1,0,3,0
First-class,118,188,34,2512,117*,16.31,,,1,11,,,61,0
List A,231,130,36,1056,49,11.23,,,0,0,,,51,0
Twenty20,68,25,13,87,14,7.25,110,79.09,0,0,7,1,14,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,22,35,6135,2885,80,6/73,10/161,36.06,2.82,76.6,5,5,1
ODIs,102,99,5374,3575,100,4/22,4/22,35.75,3.99,53.7,1,0,0
T20Is,16,16,369,378,13,2/6,2/6,29.07,6.14,28.3,0,0,0
First-class,118,,27899,12138,416,8/35,,29.17,2.61,67.0,,20,3
List A,231,,11352,7408,237,4/21,4/21,31.25,3.91,47.8,5,0,0
Twenty20,68,67,1464,1562,58,5/12,5/12,26.93,6.40,25.2,0,1,0
